Iteration,Error
275,1.371390149658392
276,1.371390149658392
277,1.371390149658392
278,1.371390149658392
279,1.371390149658392
280,1.371390149658392
281,1.371390149658392
282,1.371390149658392
283,1.371390149658392
284,1.371390149658392
285,1.371390149658392
286,1.371390149658392
287,1.371390149658392
288,1.371390149658392
289,1.371390149658392
290,1.371390149658392
291,1.371390149658392
292,1.371390149658392
293,1.371390149658392
294,1.371390149658392
295,1.371390149658392
296,1.371390149658392
297,1.371390149658392
298,1.371390149658392
299,1.371390149658392
300,1.371390149658392
301,1.371390149658392
302,1.371390149658392
303,1.371390149658392
304,1.371390149658392
305,1.371390149658392
306,1.371390149658392
307,1.371390149658392
308,1.371390149658392
309,1.371390149658392
310,1.371390149658392
311,1.371390149658392
312,1.371390149658392
313,1.371390149658392
314,1.371390149658392
315,1.371390149658392
316,1.371390149658392
317,1.371390149658392
318,1.371390149658392
319,1.371390149658392
320,1.371390149658392
321,1.371390149658392
322,1.371390149658392
323,1.371390149658392
324,1.371390149658392
325,1.371390149658392
326,1.371390149658392
327,1.371390149658392
328,1.371390149658392
329,1.371390149658392
330,1.371390149658392
331,1.371390149658392
332,1.371390149658392
333,1.371390149658392
334,1.371390149658392
335,1.371390149658392
336,1.371390149658392
337,1.371390149658392
338,1.371390149658392
339,1.371390149658392
340,1.371390149658392
341,1.371390149658392
342,1.371390149658392
343,1.371390149658392
344,1.371390149658392
345,1.371390149658392
346,1.371390149658392
347,1.371390149658392
348,1.371390149658392
349,1.371390149658392
350,1.371390149658392
351,1.371390149658392
352,1.371390149658392
353,1.371390149658392
354,1.371390149658392
355,1.371390149658392
356,1.371390149658392
357,1.371390149658392
358,1.371390149658392
359,1.371390149658392
360,1.371390149658392
361,1.371390149658392
362,1.371390149658392
363,1.371390149658392
364,1.371390149658392
365,1.371390149658392
366,1.371390149658392
367,1.371390149658392
368,1.371390149658392
369,1.371390149658392
370,1.371390149658392
371,1.371390149658392
372,1.371390149658392
373,1.371390149658392
374,1.371390149658392
375,1.371390149658392
376,1.371390149658392
377,1.371390149658392
378,1.371390149658392
379,1.371390149658392
380,1.371390149658392
381,1.371390149658392
382,1.371390149658392
383,1.371390149658392
384,1.371390149658392
385,1.371390149658392
386,1.371390149658392
387,1.371390149658392
388,1.371390149658392
389,1.371390149658392
390,1.371390149658392
391,1.371390149658392
392,1.371390149658392
393,1.371390149658392
394,1.371390149658392
395,1.371390149658392
396,1.371390149658392
397,1.371390149658392
398,1.371390149658392
399,1.371390149658392
400,1.371390149658392
401,1.371390149658392
402,1.371390149658392
403,1.371390149658392
404,1.371390149658392
405,1.371390149658392
406,1.371390149658392
407,1.371390149658392
408,1.371390149658392
409,1.371390149658392
410,1.371390149658392
411,1.371390149658392
412,1.371390149658392
413,1.371390149658392
414,1.371390149658392
415,1.371390149658392
416,1.371390149658392
417,1.371390149658392
418,1.371390149658392
419,1.371390149658392
420,1.371390149658392
421,1.371390149658392
422,1.371390149658392
423,1.371390149658392
424,1.371390149658392
425,1.371390149658392
426,1.371390149658392
427,1.371390149658392
428,1.371390149658392
429,1.371390149658392
430,1.371390149658392
431,1.371390149658392
432,1.371390149658392
433,1.371390149658392
434,1.371390149658392
435,1.371390149658392
436,1.371390149658392
437,1.371390149658392
438,1.371390149658392
439,1.371390149658392
440,1.371390149658392
441,1.371390149658392
442,1.371390149658392
443,1.371390149658392
444,1.371390149658392
445,1.371390149658392
446,1.371390149658392
447,1.371390149658392
448,1.371390149658392
449,1.371390149658392
450,1.371390149658392
451,1.371390149658392
452,1.371390149658392
453,1.371390149658392
454,1.371390149658392
455,1.371390149658392
456,1.371390149658392
457,1.371390149658392
458,1.371390149658392
459,1.371390149658392
460,1.371390149658392
461,1.371390149658392
462,1.371390149658392
463,1.371390149658392
464,1.371390149658392
465,1.371390149658392
466,1.371390149658392
467,1.371390149658392
468,1.371390149658392
469,1.371390149658392
470,1.371390149658392
471,1.371390149658392
472,1.371390149658392
473,1.371390149658392
474,1.371390149658392
475,1.371390149658392
476,1.371390149658392
477,1.371390149658392
478,1.371390149658392
479,1.371390149658392
480,1.371390149658392
481,1.371390149658392
482,1.371390149658392
483,1.371390149658392
484,1.371390149658392
485,1.371390149658392
486,1.371390149658392
487,1.371390149658392
488,1.371390149658392
489,1.371390149658392
490,1.371390149658392
491,1.371390149658392
492,1.371390149658392
493,1.371390149658392
494,1.371390149658392
495,1.371390149658392
496,1.371390149658392
497,1.371390149658392
498,1.371390149658392
499,1.371390149658392
500,1.371390149658392
501,1.371390149658392
502,1.371390149658392
503,1.371390149658392
504,1.371390149658392
505,1.371390149658392
506,1.371390149658392
507,1.371390149658392
508,1.371390149658392
509,1.371390149658392
510,1.371390149658392
511,1.371390149658392
512,1.371390149658392
513,1.371390149658392
514,1.371390149658392
515,1.371390149658392
516,1.371390149658392
517,1.371390149658392
518,1.371390149658392
519,1.371390149658392
520,1.371390149658392
521,1.371390149658392
522,1.371390149658392
523,1.371390149658392
524,1.371390149658392
525,1.371390149658392
526,1.371390149658392
527,1.371390149658392
528,1.371390149658392
529,1.371390149658392
530,1.371390149658392
531,1.371390149658392
532,1.371390149658392
533,1.371390149658392
534,1.371390149658392
535,1.371390149658392
536,1.371390149658392
537,1.371390149658392
538,1.371390149658392
539,1.371390149658392
540,1.371390149658392
541,1.371390149658392
542,1.371390149658392
543,1.371390149658392
544,1.371390149658392
545,1.371390149658392
546,1.371390149658392
547,1.371390149658392
548,1.371390149658392
549,1.371390149658392
550,1.371390149658392
551,1.371390149658392
552,1.371390149658392
553,1.371390149658392
554,1.371390149658392
555,1.371390149658392
556,1.371390149658392
557,1.371390149658392
558,1.371390149658392
559,1.371390149658392
560,1.371390149658392
561,1.371390149658392
562,1.371390149658392
563,1.371390149658392
564,1.371390149658392
565,1.371390149658392
566,1.371390149658392
567,1.371390149658392
568,1.371390149658392
569,1.371390149658392
570,1.371390149658392
571,1.371390149658392
572,1.371390149658392
573,1.371390149658392
574,1.371390149658392
575,1.371390149658392
576,1.371390149658392
577,1.371390149658392
578,1.371390149658392
579,1.371390149658392
580,1.371390149658392
581,1.371390149658392
582,1.371390149658392
583,1.371390149658392
584,1.371390149658392
585,1.371390149658392
586,1.371390149658392
587,1.371390149658392
588,1.371390149658392
589,1.371390149658392
590,1.371390149658392
591,1.371390149658392
592,1.371390149658392
593,1.371390149658392
594,1.371390149658392
595,1.371390149658392
596,1.371390149658392
597,1.371390149658392
598,1.371390149658392
599,1.371390149658392
600,1.371390149658392
601,1.371390149658392
602,1.371390149658392
603,1.371390149658392
604,1.371390149658392
605,1.371390149658392
606,1.371390149658392
607,1.371390149658392
608,1.371390149658392
609,1.371390149658392
610,1.371390149658392
611,1.371390149658392
612,1.371390149658392
613,1.371390149658392
614,1.371390149658392
615,1.371390149658392
616,1.371390149658392
617,1.371390149658392
618,1.371390149658392
619,1.371390149658392
620,1.371390149658392
621,1.371390149658392
622,1.371390149658392
623,1.371390149658392
624,1.371390149658392
625,1.371390149658392
626,1.371390149658392
627,1.371390149658392
628,1.371390149658392
629,1.371390149658392
630,1.371390149658392
631,1.371390149658392
632,1.371390149658392
633,1.371390149658392
634,1.371390149658392
635,1.371390149658392
636,1.371390149658392
637,1.371390149658392
638,1.371390149658392
639,1.371390149658392
640,1.371390149658392
641,1.371390149658392
642,1.371390149658392
643,1.371390149658392
644,1.371390149658392
645,1.371390149658392
646,1.371390149658392
647,1.371390149658392
648,1.371390149658392
649,1.371390149658392
650,1.371390149658392
651,1.371390149658392
652,1.371390149658392
653,1.371390149658392
654,1.371390149658392
655,1.371390149658392
656,1.371390149658392
657,1.371390149658392
658,1.371390149658392
659,1.371390149658392
660,1.371390149658392
661,1.371390149658392
662,1.371390149658392
663,1.371390149658392
664,1.371390149658392
665,1.371390149658392
666,1.371390149658392
667,1.371390149658392
668,1.371390149658392
669,1.371390149658392
670,1.371390149658392
671,1.371390149658392
672,1.371390149658392
673,1.371390149658392
674,1.371390149658392
675,1.371390149658392
676,1.371390149658392
677,1.371390149658392
678,1.371390149658392
679,1.371390149658392
680,1.371390149658392
681,1.371390149658392
682,1.371390149658392
683,1.371390149658392
684,1.371390149658392
685,1.371390149658392
686,1.371390149658392
687,1.371390149658392
688,1.371390149658392
689,1.371390149658392
690,1.371390149658392
691,1.371390149658392
692,1.371390149658392
693,1.371390149658392
694,1.371390149658392
695,1.371390149658392
696,1.371390149658392
697,1.371390149658392
698,1.371390149658392
699,1.371390149658392
700,1.371390149658392
701,1.371390149658392
702,1.371390149658392
703,1.371390149658392
704,1.371390149658392
705,1.371390149658392
706,1.371390149658392
707,1.371390149658392
708,1.371390149658392
709,1.371390149658392
710,1.371390149658392
711,1.371390149658392
712,1.371390149658392
713,1.371390149658392
714,1.371390149658392
715,1.371390149658392
716,1.371390149658392
717,1.371390149658392
718,1.371390149658392
719,1.371390149658392
720,1.371390149658392
721,1.371390149658392
722,1.371390149658392
723,1.371390149658392
724,1.371390149658392
725,1.371390149658392
726,1.371390149658392
727,1.371390149658392
728,1.371390149658392
729,1.371390149658392
730,1.371390149658392
731,1.371390149658392
732,1.371390149658392
733,1.371390149658392
734,1.371390149658392
735,1.371390149658392
736,1.371390149658392
737,1.371390149658392
738,1.371390149658392
739,1.371390149658392
740,1.371390149658392
741,1.371390149658392
742,1.371390149658392
743,1.371390149658392
744,1.371390149658392
745,1.371390149658392
746,1.371390149658392
747,1.371390149658392
748,1.371390149658392
749,1.371390149658392
750,1.371390149658392
751,1.371390149658392
752,1.371390149658392
753,1.371390149658392
754,1.371390149658392
755,1.371390149658392
756,1.371390149658392
757,1.371390149658392
758,1.371390149658392
759,1.371390149658392
760,1.371390149658392
761,1.371390149658392
762,1.371390149658392
763,1.371390149658392
764,1.371390149658392
765,1.371390149658392
766,1.371390149658392
767,1.371390149658392
768,1.371390149658392
769,1.371390149658392
770,1.371390149658392
771,1.371390149658392
772,1.371390149658392
773,1.371390149658392
774,1.371390149658392
775,1.371390149658392
776,1.371390149658392
777,1.371390149658392
778,1.371390149658392
779,1.371390149658392
780,1.371390149658392
781,1.371390149658392
782,1.371390149658392
783,1.371390149658392
784,1.371390149658392
785,1.371390149658392
786,1.371390149658392
787,1.371390149658392
788,1.371390149658392
789,1.371390149658392
790,1.371390149658392
791,1.371390149658392
792,1.371390149658392
793,1.371390149658392
794,1.371390149658392
795,1.371390149658392
796,1.371390149658392
797,1.371390149658392
798,1.371390149658392
799,1.371390149658392
800,1.371390149658392
801,1.371390149658392
802,1.371390149658392
803,1.371390149658392
804,1.371390149658392
805,1.371390149658392
806,1.371390149658392
807,1.371390149658392
808,1.371390149658392
809,1.371390149658392
810,1.371390149658392
811,1.371390149658392
812,1.371390149658392
813,1.371390149658392
814,1.371390149658392
815,1.371390149658392
816,1.371390149658392
817,1.371390149658392
818,1.371390149658392
819,1.371390149658392
820,1.371390149658392
821,1.371390149658392
822,1.371390149658392
823,1.371390149658392
824,1.371390149658392
825,1.371390149658392
826,1.371390149658392
827,1.371390149658392
828,1.371390149658392
829,1.371390149658392
830,1.371390149658392
831,1.371390149658392
832,1.371390149658392
833,1.371390149658392
834,1.371390149658392
835,1.371390149658392
836,1.371390149658392
837,1.371390149658392
838,1.371390149658392
839,1.371390149658392
840,1.371390149658392
841,1.371390149658392
842,1.371390149658392
843,1.371390149658392
844,1.371390149658392
845,1.371390149658392
846,1.371390149658392
847,1.371390149658392
848,1.371390149658392
849,1.371390149658392
850,1.371390149658392
851,1.371390149658392
852,1.371390149658392
853,1.371390149658392
854,1.371390149658392
855,1.371390149658392
856,1.371390149658392
857,1.371390149658392
858,1.371390149658392
859,1.371390149658392
860,1.371390149658392
861,1.371390149658392
862,1.371390149658392
863,1.371390149658392
864,1.371390149658392
865,1.371390149658392
866,1.371390149658392
867,1.371390149658392
868,1.371390149658392
869,1.371390149658392
870,1.371390149658392
871,1.371390149658392
872,1.371390149658392
873,1.371390149658392
874,1.371390149658392
875,1.371390149658392
876,1.371390149658392
877,1.371390149658392
878,1.371390149658392
879,1.371390149658392
880,1.371390149658392
881,1.371390149658392
882,1.371390149658392
883,1.371390149658392
884,1.371390149658392
885,1.371390149658392
886,1.371390149658392
887,1.371390149658392
888,1.371390149658392
889,1.371390149658392
890,1.371390149658392
891,1.371390149658392
892,1.371390149658392
893,1.371390149658392
894,1.371390149658392
895,1.371390149658392
896,1.371390149658392
897,1.371390149658392
898,1.371390149658392
899,1.371390149658392
900,1.371390149658392
901,1.371390149658392
902,1.371390149658392
903,1.371390149658392
904,1.371390149658392
905,1.371390149658392
906,1.371390149658392
907,1.371390149658392
908,1.371390149658392
909,1.371390149658392
910,1.371390149658392
911,1.371390149658392
912,1.371390149658392
913,1.371390149658392
914,1.371390149658392
915,1.371390149658392
916,1.371390149658392
917,1.371390149658392
918,1.371390149658392
919,1.371390149658392
920,1.371390149658392
921,1.371390149658392
922,1.371390149658392
923,1.371390149658392
924,1.371390149658392
925,1.371390149658392
926,1.371390149658392
927,1.371390149658392
928,1.371390149658392
929,1.371390149658392
930,1.371390149658392
931,1.371390149658392
932,1.371390149658392
933,1.371390149658392
934,1.371390149658392
935,1.371390149658392
936,1.371390149658392
937,1.371390149658392
938,1.371390149658392
939,1.371390149658392
940,1.371390149658392
941,1.371390149658392
942,1.371390149658392
943,1.371390149658392
944,1.371390149658392
945,1.371390149658392
946,1.371390149658392
947,1.371390149658392
948,1.371390149658392
949,1.371390149658392
950,1.371390149658392
951,1.371390149658392
952,1.371390149658392
953,1.371390149658392
954,1.371390149658392
955,1.371390149658392
956,1.371390149658392
957,1.371390149658392
958,1.371390149658392
959,1.371390149658392
960,1.371390149658392
961,1.371390149658392
962,1.371390149658392
963,1.371390149658392
964,1.371390149658392
965,1.371390149658392
966,1.371390149658392
967,1.371390149658392
968,1.371390149658392
969,1.371390149658392
970,1.371390149658392
971,1.371390149658392
972,1.371390149658392
973,1.371390149658392
974,1.371390149658392
975,1.371390149658392
976,1.371390149658392
977,1.371390149658392
978,1.371390149658392
979,1.371390149658392
980,1.371390149658392
981,1.371390149658392
982,1.371390149658392
983,1.371390149658392
984,1.371390149658392
985,1.371390149658392
986,1.371390149658392
987,1.371390149658392
988,1.371390149658392
989,1.371390149658392
990,1.371390149658392
991,1.371390149658392
992,1.371390149658392
993,1.371390149658392
994,1.371390149658392
995,1.371390149658392
996,1.371390149658392
997,1.371390149658392
998,1.371390149658392
999,1.371390149658392
1000,1.371390149658392
1001,1.371390149658392
1002,1.371390149658392
1003,1.371390149658392
1004,1.371390149658392
1005,1.371390149658392
1006,1.371390149658392
1007,1.371390149658392
1008,1.371390149658392
1009,1.371390149658392
1010,1.371390149658392
1011,1.371390149658392
1012,1.371390149658392
1013,1.371390149658392
1014,1.371390149658392
1015,1.371390149658392
1016,1.371390149658392
1017,1.371390149658392
1018,1.371390149658392
1019,1.371390149658392
1020,1.371390149658392
1021,1.371390149658392
1022,1.371390149658392
1023,1.371390149658392
1024,1.371390149658392
1025,1.371390149658392
1026,1.371390149658392
1027,1.371390149658392
1028,1.371390149658392
1029,1.371390149658392
1030,1.371390149658392
1031,1.371390149658392
1032,1.371390149658392
1033,1.371390149658392
1034,1.371390149658392
1035,1.371390149658392
1036,1.371390149658392
1037,1.371390149658392
1038,1.371390149658392
1039,1.371390149658392
1040,1.371390149658392
1041,1.371390149658392
1042,1.371390149658392
1043,1.371390149658392
1044,1.371390149658392
1045,1.371390149658392
1046,1.371390149658392
1047,1.371390149658392
1048,1.371390149658392
1049,1.371390149658392
1050,1.371390149658392
1051,1.371390149658392
1052,1.371390149658392
1053,1.371390149658392
1054,1.371390149658392
1055,1.371390149658392
1056,1.371390149658392
1057,1.371390149658392
1058,1.371390149658392
1059,1.371390149658392
1060,1.371390149658392
1061,1.371390149658392
1062,1.371390149658392
1063,1.371390149658392
1064,1.371390149658392
1065,1.371390149658392
1066,1.371390149658392
1067,1.371390149658392
1068,1.371390149658392
1069,1.371390149658392
1070,1.371390149658392
1071,1.371390149658392
1072,1.371390149658392
1073,1.371390149658392
1074,1.371390149658392
1075,1.371390149658392
1076,1.371390149658392
1077,1.371390149658392
1078,1.371390149658392
1079,1.371390149658392
1080,1.371390149658392
1081,1.371390149658392
1082,1.371390149658392
1083,1.371390149658392
1084,1.371390149658392
1085,1.371390149658392
1086,1.371390149658392
1087,1.371390149658392
1088,1.371390149658392
1089,1.371390149658392
1090,1.371390149658392
1091,1.371390149658392
1092,1.371390149658392
1093,1.371390149658392
1094,1.371390149658392
1095,1.371390149658392
1096,1.371390149658392
1097,1.371390149658392
1098,1.371390149658392
1099,1.371390149658392
1100,1.371390149658392
1101,1.371390149658392
1102,1.371390149658392
1103,1.371390149658392
1104,1.371390149658392
1105,1.371390149658392
1106,1.371390149658392
1107,1.371390149658392
1108,1.371390149658392
1109,1.371390149658392
1110,1.371390149658392
1111,1.371390149658392
1112,1.371390149658392
1113,1.371390149658392
1114,1.371390149658392
1115,1.371390149658392
1116,1.371390149658392
1117,1.371390149658392
1118,1.371390149658392
1119,1.371390149658392
1120,1.371390149658392
1121,1.371390149658392
1122,1.371390149658392
1123,1.371390149658392
1124,1.371390149658392
1125,1.371390149658392
1126,1.371390149658392
1127,1.371390149658392
1128,1.371390149658392
1129,1.371390149658392
1130,1.371390149658392
1131,1.371390149658392
1132,1.371390149658392
1133,1.371390149658392
1134,1.371390149658392
1135,1.371390149658392
1136,1.371390149658392
1137,1.371390149658392
1138,1.371390149658392
1139,1.371390149658392
1140,1.371390149658392
1141,1.371390149658392
1142,1.371390149658392
1143,1.371390149658392
1144,1.371390149658392
1145,1.371390149658392
1146,1.371390149658392
1147,1.371390149658392
1148,1.371390149658392
1149,1.371390149658392
1150,1.371390149658392
1151,1.371390149658392
1152,1.371390149658392
1153,1.371390149658392
1154,1.371390149658392
1155,1.371390149658392
1156,1.371390149658392
1157,1.371390149658392
1158,1.371390149658392
1159,1.371390149658392
1160,1.371390149658392
1161,1.371390149658392
1162,1.371390149658392
1163,1.371390149658392
1164,1.371390149658392
1165,1.371390149658392
1166,1.371390149658392
1167,1.371390149658392
1168,1.371390149658392
1169,1.371390149658392
1170,1.371390149658392
1171,1.371390149658392
1172,1.371390149658392
1173,1.371390149658392
1174,1.371390149658392
1175,1.371390149658392
1176,1.371390149658392
1177,1.371390149658392
1178,1.371390149658392
1179,1.371390149658392
1180,1.371390149658392
1181,1.371390149658392
1182,1.371390149658392
1183,1.371390149658392
1184,1.371390149658392
1185,1.371390149658392
1186,1.371390149658392
1187,1.371390149658392
1188,1.371390149658392
1189,1.371390149658392
1190,1.371390149658392
1191,1.371390149658392
1192,1.371390149658392
1193,1.371390149658392
1194,1.371390149658392
1195,1.371390149658392
1196,1.371390149658392
1197,1.371390149658392
1198,1.371390149658392
1199,1.371390149658392
1200,1.371390149658392
1201,1.371390149658392
1202,1.371390149658392
1203,1.371390149658392
1204,1.371390149658392
1205,1.371390149658392
1206,1.371390149658392
1207,1.371390149658392
1208,1.371390149658392
1209,1.371390149658392
1210,1.371390149658392
1211,1.371390149658392
1212,1.371390149658392
1213,1.371390149658392
1214,1.371390149658392
1215,1.371390149658392
1216,1.371390149658392
1217,1.371390149658392
1218,1.371390149658392
1219,1.371390149658392
1220,1.371390149658392
1221,1.371390149658392
1222,1.371390149658392
1223,1.371390149658392
1224,1.371390149658392
1225,1.371390149658392
1226,1.371390149658392
1227,1.371390149658392
1228,1.371390149658392
1229,1.371390149658392
1230,1.371390149658392
1231,1.371390149658392
1232,1.371390149658392
1233,1.371390149658392
1234,1.371390149658392
1235,1.371390149658392
1236,1.371390149658392
1237,1.371390149658392
1238,1.371390149658392
1239,1.371390149658392
1240,1.371390149658392
1241,1.371390149658392
1242,1.371390149658392
1243,1.371390149658392
1244,1.371390149658392
1245,1.371390149658392
1246,1.371390149658392
1247,1.371390149658392
1248,1.371390149658392
1249,1.371390149658392
1250,1.371390149658392
1251,1.371390149658392
1252,1.371390149658392
1253,1.371390149658392
1254,1.371390149658392
1255,1.371390149658392
1256,1.371390149658392
1257,1.371390149658392
1258,1.371390149658392
1259,1.371390149658392
1260,1.371390149658392
1261,1.371390149658392
1262,1.371390149658392
1263,1.371390149658392
1264,1.371390149658392
1265,1.371390149658392
1266,1.371390149658392
1267,1.371390149658392
1268,1.371390149658392
1269,1.371390149658392
1270,1.371390149658392
1271,1.371390149658392
1272,1.371390149658392
1273,1.371390149658392
1274,1.371390149658392
1275,1.371390149658392
1276,1.371390149658392
1277,1.371390149658392
1278,1.371390149658392
1279,1.371390149658392
1280,1.371390149658392
1281,1.371390149658392
1282,1.371390149658392
1283,1.371390149658392
1284,1.371390149658392
1285,1.371390149658392
1286,1.371390149658392
1287,1.371390149658392
1288,1.371390149658392
1289,1.371390149658392
1290,1.371390149658392
1291,1.371390149658392
1292,1.371390149658392
1293,1.371390149658392
1294,1.371390149658392
1295,1.371390149658392
1296,1.371390149658392
1297,1.371390149658392
1298,1.371390149658392
1299,1.371390149658392
1300,1.371390149658392
1301,1.371390149658392
1302,1.371390149658392
1303,1.371390149658392
1304,1.371390149658392
1305,1.371390149658392
1306,1.371390149658392
1307,1.371390149658392
1308,1.371390149658392
1309,1.371390149658392
1310,1.371390149658392
1311,1.371390149658392
1312,1.371390149658392
1313,1.371390149658392
1314,1.371390149658392
1315,1.371390149658392
1316,1.371390149658392
1317,1.371390149658392
1318,1.371390149658392
1319,1.371390149658392
1320,1.371390149658392
1321,1.371390149658392
1322,1.371390149658392
1323,1.371390149658392
1324,1.371390149658392
1325,1.371390149658392
1326,1.371390149658392
1327,1.371390149658392
1328,1.371390149658392
1329,1.371390149658392
1330,1.371390149658392
1331,1.371390149658392
1332,1.371390149658392
1333,1.371390149658392
1334,1.371390149658392
1335,1.371390149658392
1336,1.371390149658392
1337,1.371390149658392
1338,1.371390149658392
1339,1.371390149658392
1340,1.371390149658392
1341,1.371390149658392
1342,1.371390149658392
1343,1.371390149658392
1344,1.371390149658392
1345,1.371390149658392
1346,1.371390149658392
1347,1.371390149658392
1348,1.371390149658392
1349,1.371390149658392
1350,1.371390149658392
1351,1.371390149658392
1352,1.371390149658392
1353,1.371390149658392
1354,1.371390149658392
1355,1.371390149658392
1356,1.371390149658392
1357,1.371390149658392
1358,1.371390149658392
1359,1.371390149658392
1360,1.371390149658392
1361,1.371390149658392
1362,1.371390149658392
